round,accuracy,reward
10,0.9908,-0.011051232516866894
20,0.9916,-0.002607153125403824
30,0.9912,-0.0004238977279901439
40,0.9913,-0.00015350085096385574
50,0.9913,-8.476144883250215e-05
60,0.9912,-6.106915762946075e-05
70,0.9912,-4.727318887168195e-05
80,0.9911,-3.892944779689481e-05
90,0.991,-3.224623555402843e-05
100,0.991,-2.7711344003088022e-05
