round,accuracy,reward
10,0.5199,0.11370000000000005
20,0.4529,-0.16110000000000002
30,0.6453,0.018039999999999973
40,0.618,-0.005389999999999971
50,0.6182,0.12532999999999994
60,0.7536,0.13377000000000008
70,0.6964,0.04945000000000008
80,0.1,-0.0004899999999999988
90,0.1,-0.0004899999999999988
100,0.1,-0.0004899999999999988
110,0.1,-0.0004899999999999988
120,0.1,-0.0004899999999999988
130,0.1,-0.0004899999999999988
140,0.1,-0.0004899999999999988
150,0.1,-0.0004899999999999988
160,0.1,-0.0004899999999999988
170,0.1,-0.0004899999999999988
180,0.1,-0.0004899999999999988
190,0.1,-0.0004899999999999988
200,0.1,-0.0004899999999999988
210,0.1,-0.0004899999999999988
220,0.1,-0.0004899999999999988
230,0.1,-0.0004899999999999988
240,0.1,-0.0004899999999999988
250,0.1,-0.0004899999999999988
260,0.1,-0.0004899999999999988
270,0.1,-0.0004899999999999988
280,0.1,-0.0004899999999999988
290,0.1,-0.0004899999999999988
300,0.1,-0.0004899999999999988
310,0.1,-0.0004899999999999988
320,0.1,-0.0004899999999999988
330,0.1,-0.0004899999999999988
340,0.1,-0.0004899999999999988
350,0.1,-0.0004899999999999988
360,0.1,-0.0004899999999999988
370,0.1,-0.0004899999999999988
380,0.1,-0.0004899999999999988
390,0.1,-0.0004899999999999988
400,0.1,-0.0004899999999999988
410,0.1,-0.0004899999999999988
420,0.1,-0.0004899999999999988
430,0.1,-0.0004899999999999988
440,0.1,-0.0004899999999999988
450,0.1,-0.0004899999999999988
460,0.1,-0.0004899999999999988
470,0.1,-0.0004899999999999988
480,0.1,-0.0004899999999999988
490,0.1,-0.0004899999999999988
500,0.1,-0.0004899999999999988
510,0.1,-0.0004899999999999988
520,0.1,-0.0004899999999999988
530,0.1,-0.0004899999999999988
540,0.1,-0.0004899999999999988
550,0.1,-0.0004899999999999988
560,0.1,-0.0004899999999999988
570,0.1,-0.0004899999999999988
580,0.1,-0.0004899999999999988
590,0.1,-0.0004899999999999988
600,0.1,-0.0004899999999999988
610,0.1,-0.0004899999999999988
620,0.1,-0.0004899999999999988
630,0.1,-0.0004899999999999988
640,0.1,-0.0004899999999999988
650,0.1,-0.0004899999999999988
660,0.1,-0.0004899999999999988
670,0.1,-0.0004899999999999988
680,0.1,-0.0004899999999999988
690,0.1,-0.0004899999999999988
700,0.1,-0.0004899999999999988
710,0.1,-0.0004899999999999988
720,0.1,-0.0004899999999999988
730,0.1,-0.0004899999999999988
740,0.1,-0.0004899999999999988
750,0.1,-0.0004899999999999988
760,0.1,-0.0004899999999999988
770,0.1,-0.0004899999999999988
780,0.1,-0.0004899999999999988
790,0.1,-0.0004899999999999988
800,0.1,-0.0004899999999999988
810,0.1,-0.0004899999999999988
820,0.1,-0.0004899999999999988
830,0.1,-0.0004899999999999988
840,0.1,-0.0004899999999999988
850,0.1,-0.0004899999999999988
860,0.1,-0.0004899999999999988
870,0.1,-0.0004899999999999988
880,0.1,-0.0004899999999999988
890,0.1,-0.0004899999999999988
900,0.1,-0.0004899999999999988
910,0.1,-0.0004899999999999988
920,0.1,-0.0004899999999999988
930,0.1,-0.0004899999999999988
940,0.1,-0.0004899999999999988
950,0.1,-0.0004899999999999988
960,0.1,-0.0004899999999999988
970,0.1,-0.0004899999999999988
980,0.1,-0.0004899999999999988
990,0.1,-0.0004899999999999988
1000,0.1,-0.0004899999999999988
