round,accuracy,reward
10,0.6567,-0.16102942681780638
20,0.7645,-0.033715263326286736
30,0.8159,-0.01613561619673078
40,0.814,-0.010066016177413132
50,0.833,-0.007784883256353364
60,0.8301,-0.00534179731433645
70,0.8191,-0.0045190413598867624
80,0.8485,-0.004126115366636927
90,0.8377,-0.0030311064970633345
100,0.8516,-0.0020764486666342593
