round,accuracy,reward
10,0.903,-0.14725771039153787
20,0.9157,-0.07466715546841023
30,0.9174,-0.037898746394552554
40,0.9184,-0.018690360162682003
50,0.9188,-0.008714177590349845
60,0.9184,-0.005980262603206969
70,0.9186,-0.003633236300543597
80,0.9186,-0.003073028086847256
90,0.9199,-0.0022969407820282645
100,0.9209,-0.0016736883314102055
