round,accuracy,reward
10,0.9206,-0.10273181366132444
20,0.925,-0.034764582840978143
30,0.9244,-0.010766914652263475
40,0.9239,-0.0032361695219559664
50,0.924,-0.0006045041880226516
60,0.9241,-0.00028674394199824254
70,0.9254,-0.00026743058258360357
80,0.9244,-0.00015304408470976323
90,0.9249,-0.00013410535427699983
100,0.9251,-9.873557761716021e-05
