round,accuracy,reward
10,0.9114,-0.015041919710985674
20,0.9597,-0.005095691253739787
30,0.9677,-0.0023023916994260644
40,0.9722,-0.001241126640323366
50,0.9726,-0.0007809885040318365
60,0.9745,-0.0005705866226158904
70,0.9784,-0.00041867199121320176
80,0.979,-0.0003350552063301358
90,0.9799,-0.0003313073074083485
100,0.98,-0.0002545388689797328
